probe_name	transcript_name	function	structural	category	sub category 1	Officix7515_In1.c	Officix7515_In1.t	Officix7515_In5.c	Officix7515_In5.t	Officix7515_L1.c	Officix7515_L1.t	Robustx7515_In1.c	Robustx7515_In1.t	Robustx7515_In5.c	Robustx7515_In5.t	Robustx7515_L1.c	Robustx7515_L1.t	Spontx7515_In1.c	Spontx7515_In1.t	Spontx7515_In5.c	Spontx7515_In5.t	Spontx7515_L1.c	Spontx7515_L1.t
GS1_SS_07822_20133	SCBGLR1047G11.g	Transport	Transporters	Transporters	Transmembrane amino acid transporter protein (Aa_trans)	8.8888	9.5131					8.9561	8.8898		7.1742			9.0151	8.5319				
GS1_SS_07823_17832	SCQGLR2025G12.g	.	.	Nucleic acid metabolism	regulation of transcription, DNA-dependent	13.7233	13.4838	14.7928	14.6118	15.0657	15.159	14.1799	14.1832	15.127	14.9382	14.712	14.659	14.2142	14.0742	15.0969	15.0901	14.8607	14.4442
GS1_SS_10291_11649	SCEPLR1008E02.g	.	.	.	.	8.21	8.5536	6.6652	7.21			7.9798		6.6739				8.0069					
GS1_SS_12187_10325	SCEZLR1009E04.g	.	.	.	.	13.5268	13.5412	13.3179	13.343	12.9809	12.8033	13.6235	13.6619	13.3434	13.4099	12.9999	12.973	13.6169	13.2976	13.2474	13.1538	13.0877	13.027
GS1_SS_14787_13979	SCJFRZ2007E03.g	.	.	.	Uncharacterized protein DDB_G0275933 OS=Dictyostelium discoideum GN=DDB_G0275933 PE=3 SV=1 	13.0625	13.0174	13.0899	12.7934	12.3507	12.7314	12.8489	12.829	13.1616	12.7948	12.3887	12.5974	12.9469	13.3038	13.0096	13.4785	12.2941	12.4448
GS1_SS_14773_11460	SCJFRZ2006H12.g	.	.	.	Uncharacterized protein sll0194	11.8187	11.4558	11.9272	11.2753	14.4286	14.0355	11.6601	11.3815	12.0428	11.4498	14.366	13.6464	11.8345	11.421	11.6554	11.5022	14.3599	13.6494
GS1_SS_14809_11059	SCJFRZ2010B11.g	.	.	.	RecName:Formin-like protein 18; AltName:OsFH18; Flags: Precursor	8.8823	10.0469	7.8958	9.2062	7.4902	9.7186	8.812		8.0077		7.4706		8.8514	8.4175	7.757	7.1159	7.2953	7.2505
GS1_SS_12205_00613	SCJFRT1010E08.g	Hormone biosynthesis	Acyltransferase	.	3'-N-debenzoyl-2'-deoxytaxol N-benzoyltransferase; DBTNBT	9.4674	8.1146	14.0652	11.4958	10.0342	9.7279	9.4024	9.2389	14.2204	11.8419	10.1511	10.5861	9.8503	13.1911	14.009	15.4928	10.0813	11.026
GS1_SS_10327_21253	SCEPLR1051D11.g	Lipid metabolism	AMP-binding	Lipid, fatty-acid and isoprenoid metabolism	Acetoacetyl-CoA synthase	9.2724	9.6144	8.2158	7.6605	10.2048	10.9553	9.0691	9.6499	8.3711	9.6336	10.2965	11.126	9.2298	9.4056	7.9738	10.0838	10.1191	10.5403
GS1_SS_07854_12131	SCACFL5010D04.g	.	.	.	Protein Brevis radix-like 1 OS=Oryza sativa subsp. japonica GN=BRXL1 PE=2 SV=1 	6.8455	6.8421		6.3738			7.0548						6.9233	6.5209				
GS1_SS_12203_08593	SCJFRT1010D11.g	Others	oxygenase	.	RecName:3-hydroxybenzoate 6-hydroxylase 1; AltName:Constitutive 3-hydroxybenzoate 6-hydroxylase			9.6465	9.3536	7.3055	6.6345			9.918	8.95	7.3949	6.6812	7.0583	6.8963	9.4138		7.3715	8.0063
GS1_SS_14808_12954	SCJFRZ2010A12.g	.	.	.	RecName:Putative protein TPRXL	13.2428	13.5993	13.1597	13.6295	12.8084	13.1224	13.1264	13.0014	13.2861	13.063	13.1026	13.109	13.0312	12.6067	13.019	12.5328	12.8735	12.5998
GS1_SS_14805_04474	SCJFRZ2010A06.g	.	.	.	.	6.2198	6.7307	6.8232	6.748		6.5126		7.939	8.1314	8.5203	6.13	7.689	6.3615	8.3539	6.7149	7.4612	5.8889	8.2173
GS1_SS_07856_03889	SCEZFL5083G01.g	.	.	.	Transcription factor PCF3	13.2549	13.8236	11.3938	11.9566	10.6796	10.7066	13.409	13.8684	11.5305	12.0185	10.7531	10.789	13.3607	13.3379	11.3608	9.6307	10.5752	10.4136
GS1_SS_12202_05428	SCQSRT1035G12.g	Others	uncharacterized	.	Universal stress protein A-like protein			12.3323	10.0221					12.5609	9.2909					12.3976	8.8586		
GS1_SS_12201_13928	SCQGLR1088F10.g	.	.	.	RecName:Sulfated surface glycoprotein 185; Short=SSG 185; Flags: Precursor	9.5649	9.7332	9.9343	9.8082	10.0719	10.179	9.2991	9.8655	9.9398	10.2624	10.2248	10.6707	9.5237	9.8699	9.7321	10.3693	10.0042	10.2203
GS1_SS_14803_09172	SCJFRZ2009H04.g	RNA metabolism	transporter	.	RecName:Wiskott-Aldrich syndrome protein homolog 1	13.2204	13.7485	12.8716	13.3948	12.2868	12.8453	13.0277	10.8055	12.9586	10.6118	12.5913	10.3952	12.9344	11.4728	12.6627	11.0684	12.6609	10.858
GS1_SS_10321_20220	SCEPLR1051A07.g	Carbohydrate metabolism	Trehalose metabolism	Carbohydrate metabolism	trehalose metabolism	8.1789	7.9156	13.5664	11.2064	13.0502	10.9322	8.1796		13.7267	9.5467	12.928	12.8022	8.2142	11.5347	13.4558	14.4163	13.2139	14.3141
GS1_SS_12200_11806	SCJFRT1010C08.g	Transport	transporter	.	Aquaporin TIP2-1 (Tonoplast intrinsic protein 2-1) (ZmTIP2-1) (ZmTIP2;1)					7.3789						7.1428	6.981		7.179		7.8847	7.2016	8.4232
GS1_SS_07847_08655	SCMCRT2108F06.g	.	.	.	RING finger protein 126	14.0163	14.1312	12.5113	12.6071	12.0235	11.8609	13.9578	13.5022	12.5695	12.9561	12.1852	12.4881	13.9667	13.4097	12.3955	12.5809	12.1525	12.3265
GS1_SS_10316_15684	SCCCLR1077F09.g	Others	kinase/phosphatase	Two component	response regulator (ARR-like)	13.421	13.4335	13.0527	13.235	15.5673	15.779	13.4523	13.6124	13.1036	13.7633	15.7492	15.369	13.417	13.6571	12.8963	13.7858	15.6646	15.9091
GS1_SS_12194_21561	SCCCLR2C01H05.g	.	.	Protein metabolism	Eukaryotic translation initiation factor 1A (EIF-1A) (EIF-4C)	14.874	14.3756	15.1621	14.695	15.3291	14.8869	14.8514	14.0304	15.3222	14.2697	15.5698	14.8415	14.6521	14.228	15.3985	14.1388	15.9589	15.2271
GS1_SS_07848_08727	SCEZHR1085D08.g	.	.	.	RecName:Arginine/serine-rich protein 45	9.9953	8.6133	10.2326	9.363	10.66	10.0567	9.8689	9.6865	10.1708	10.1659	10.7782	10.8734	9.9221	10.5421	10.014	9.7427	10.6456	10.835
GS1_SS_10323_20285	SCEPLR1051C05.g	.	.	Amino acid metabolism	Cystathionine beta-lyase (EC 4.4.1.8)	9.2901	9.3055	10.037	9.4931	10.4321	9.9048	9.2612	10.2027	9.8248	10.5947	10.5012	11.0349	9.3908	10.153	9.7932	10.7735	10.2962	10.501
GS1_SS_12193_07611	SCJFRZ2029D10.g	.	.	.	Pyruvate kinase, cytosolic isozyme; PK	12.0991	11.6532	12.9177	12.3658	12.8204	12.7225	12.2174	12.5448	12.8736	13.3191	12.934	13.3719	12.1517	12.9088	12.8362	13.0427	12.8169	13.4176
GS1_SS_14797_02153	SCJFRZ2009D10.g	.	.	.	UPF0582 protein C13orf37	13.3274	12.371	12.1349	11.4151	10.9192	10.1999	13.3762	13.7078	12.2245	12.8005	10.9622	11.2523	13.3129	13.3758	12.0624	12.1971	10.8922	11.4453
GS1_SS_10322_21635	SCCCLR1C05B03.g	Signal Transduction	transcription factor	Transcription Factor	MYB-like protein	11.0958	11.2593	13.8794	13.5815	12.1325	12.8519	10.8627	9.4709	13.908	12.366	11.9737	10.5281	11.0604	10.2716	13.8178	13.4398	11.9194	10.894
GS1_SS_14796_14133	SCJFRZ2009D09.g	Unknown	uncharacterized	.	OTU domain-containing protein 4; HIV-1-induced protein HIN-1	11.0703	11.2483	11.6801	12.7013	13.3244	12.9093	11.0237	12.1138	11.8876	12.9755	13.4665	13.5156	10.9851	11.9954	11.5506	12.4164	13.3105	13.3207
GS1_SS_12192_21429	SCEPFL3083G08.g	Cell wall metabolism	Other glycan degradation	Cell wall	Glycoside hydrolase family 28 protein (polygalacturonase)	11.2553	6.417	7.0289		7.0201		11.2079	11.9738	7.6481	11.0321	7.2774	8.8684	11.4486	11.8304	7.0783	9.4381	7.1605	7.1554
GS1_SS_10310_02868	SCEPLR1030G05.g	Unknown	no matches	.	.	10.3159	9.9991	12.4512	11.5287	12.6493	11.8909	10.1198	9.8674	12.6516	11.1074	12.6918	12.6942	10.3231	10.7008	11.8752	11.6551	12.5212	12.5324
GS1_SS_07839_09427	SCJFHR1C04C11.b	.	.	.	DnaJ homolog subfamily B member 13; Testis spermatocyte apoptosis-related gene 6 protein; Testis and spermatogenesis cell-related protein 6; Testis spermatogenesis apoptosis-related gene 6 protein; Testis spermatogenesis apoptosis-related gene 3 prot	8.8787	8.7079	8.48	8.1624	6.837	6.1806	8.6903	8.1431	8.4449	7.2778	6.6255	6.6693	8.8701	9.4058	8.2054	8.1414	6.6582	6.8592
GS1_SS_10309_10761	SCCCRZ1C01B08.g	.	.	.	RecName:Mucin-21; Short=MUC-21; AltName:Epiglycanin; Flags: Precursor	7.9367	7.9307	6.9048	6.3868			7.5816	7.6818		6.7544			7.5865	7.6091			5.9039	
GS1_SS_07840_12322	SCCCHR1003C01.g	Signal Transduction	kinase/phosphatase	Protein kinase	Putative RLCK	6.403		9.7619	7.5271	8.4103	7.677			9.9951	8.3179	8.5934	9.3728	6.8822	9.0309	9.7833	10.7931	8.3455	8.6239
GS1_SS_10314_15528	SCCCLR1C05G04.g	Pathogen Resistance	kinase/phosphatase	Receptors	Probable LRR receptor-like serine/threonine-protein kinase 			8.3397	7.5988	9.5723	10.0709			8.3351	8.7844	9.554	10.3755			8.0394	8.1837	9.5886	10.6728
GS1_SS_07841_08856	SCJLRZ1021F07.g	.	.	.	Sulfhydryl oxidase 2; Quiescin Q6-like protein 1;	9.7456	8.3137	10.1936	8.5087	9.1919	7.6983	9.0686	9.1217	10.0778	10.0521	9.5154	9.8379	9.5247	11.038	10.054	11.6541	9.359	11.1591
GS1_SS_10312_11316	SCEPLR1030D12.g	.	.	.	Digalactosyldiacylglycerol synthase 2, chloroplastic	10.2589	10.1982	10.338	10.385	10.4333	10.5162	10.2414	10.261	10.2786	10.4741	10.5933	10.8004	10.1995	9.6779	10.1171	10.8404	10.67	10.3115
GS1_SS_12211_14467	SCCCRT2001A05.g	.	.	.	Heme oxygenase 1; HO-1	11.7364	12.3684	12.7882	12.4366	14.0468	14.0309	11.6453	10.7387	12.9991	11.4558	14.0593	12.7079	11.6288	11.0897	12.8225	13.109	14.0092	13.6405
GS1_SS_12191_07406	SCJFRT1009H08.g	Unknown	uncharacterized	.	.	8.1558	7.9943					8.0983	8.1614					8.1032	8.1216				
GS1_SS_14790_05452	SCJFRZ2009B12.g	.	.	.	.	10.6281	11.0572	9.3437	10.1385	9.0194	9.3856	10.5117	11.628	9.5087	11.28	9.1758	11.1722	10.5998	10.1556	9.013	9.4463	9.0829	9.7912
GS1_SS_14789_17126	SCJFRZ2009B04.g	.	.	Nucleic acid metabolism	DNA replication	12.7689	12.5098	13.5259	13.49	13.1373	13.1126	12.579	11.7984	13.4557	12.538	13.207	12.8791	12.6747	12.5639	13.5187	13.512	13.0387	13.3121
GS1_AS_10316_15685	SCCCLR1077F09.g	Others	kinase/phosphatase	Two component	response regulator (ARR-like)					6.2638	7.0614	7.6193	8.0386			6.3226						6.3313	6.9725
GS1_AS_10310_02867	SCEPLR1030G05.g	Unknown	no matches	.	.					7.31				7.7808		7.4456					7.0807	7.577	6.7062
GS1_AS_10321_20219	SCEPLR1051A07.g	Carbohydrate metabolism	Trehalose metabolism	Carbohydrate metabolism	trehalose metabolism			7.1018						7.2057		6.3458	6.7001				7.8716		7.4936
GS1_SS_17009_18950	SCCCAM2003F08.g	.	.	No matches	.	8.968	8.4632	8.7239	8.3285	8.8117	8.8809	8.5665	8.134	8.8886	8.921	8.6944	8.7592	8.9952	8.4515	8.9219	9.9722	8.3116	8.2347
GS1_AS_05465_20156	SCRFLR1012C09.g	.	.	Small GTPases	rab	8.7327	8.2157	9.1756	8.5989			8.4282	8.1071	9.192	8.834	6.4909	8.0269	8.328	9.097	9.0046	10.125		8.2394
GS1_SS_17010_12795	SCUTAM2114A12.g	.	.	.	.	6.5961	6.6353					6.661						6.93	9.5877		7.945		
GS1_SS_17014_08408	SCRLSB1042H02.g	.	.	.	Ribonucleoside-diphosphate reductase large subunit; Ribonucleoside-diphosphate reductase R1 subunit; AtRNR1	6.7667	6.2317	6.5708	6.6192			6.647				6.1305		6.6165		6.3438		6.0414	
GS1_SS_17017_01652	SCQGSB1082C03.g	.	.	.	.	10.6181	11.3814	10.2661	10.5411	10.3734	10.6882	10.6019	11.2355	10.2833	10.433	10.4018	10.3655	10.6735	10.5721	10.0436	9.8473	10.2857	9.8799
GS1_AS_05459_07713	SCCCCL6005E07.g	Transport	.	.	Sodium/hydrogen exchanger 6; Na(+)/H(+) exchanger 6; NHE-6					6.8786	6.7416	6.6468											
GS1_SS_17019_09650	SCVPRZ2041E10.g	.	.	.	RecName:Uncharacterized protein DDB_G0271670; Flags: Precursor	12.9483	13.6427	12.6249	13.1896	12.7106	13.2176	12.9185	13.4548	12.5939	13.3817	12.8268	13.2217	12.9826	12.7088	12.5336	11.8558	12.6419	12.3126
GS1_SS_17023_09004	SCRURT2010F11.g	.	.	.	Conserved oligomeric Golgi complex subunit 3; COG complex subunit 3; Component of oligomeric golgi complex 3; Vesicle-docking protein SEC34 homolog; p94	7.4143	7.2401	7.354	6.6768	6.708		7.1837	7.5469	7.5156	7.6769	7.1167	6.8791	7.1637	7.2142	7.0081	6.8795		
GS1_AS_05470_01069	SCUTAM2087E09.g	Unknown	.	.	RecName:Formin-like protein 6; AltName:OsFH6	6.6025	6.5037	6.5008	6.3543	6.179			6.7108	7.3952	7.2648	6.2352	7.148		6.8846	6.5591	6.6609		
GS1_SS_17025_15294	SCQGSB1083A03.g	Signal Transduction	kinase/phosphatase	Protein kinase	Undefined- unclassified											6.8023	7.3304						6.6494
GS1_SS_17026_03848	SCQGSB1083B11.g	.	.	.	Aspartic proteinase nepenthesin-1; Nepenthesin-I;	11.0037	9.8204		8.4864			10.8127	10.0412		9.1976			11.022	9.5407				
GS1_SS_17003_15404	SCAGLB1070E01.g	.	.	Receptors	receptor Ser/Thr kinase	10.8954	10.8022	11.4929	11.1612	10.17	10.314	10.9564	11.3566	11.5027	11.6736	10.1896	10.4759	10.9594	11.1904	11.3772	11.801	10.1476	10.136
GS1_SS_17007_17518	SCJLRZ1027B09.g	.	.	Development	Transcriptional co-repressor SEUSS	12.6172	13.1404	11.6333	12.2596	11.9152	12.3771	12.526	12.5911	11.7186	12.0206	12.0092	11.6351	12.5853	11.1614	11.5732	10.7724	11.8863	10.597
GS1_SS_17031_17389	SCQGSB1083G08.g	Light harvesting	electron carrier	Photosynthesis	(Q93VA3) Cytochrome C6, chloroplast precursor (Soluble cytochrome f) (Cytochrome c553) (Cytochrome c	9.1483	8.8352	9.4192	9.0487	11.1531	11.3509	9.1317	8.2189	9.3358	8.4879	11.1331	9.9773	9.1286	7.8456	9.1023	8.8263	11.0658	9.7391
GS1_SS_17036_08036	SCQGSB1084F02.g	.	.	.	Auxin response factor 21; OsARF7b	12.0637	11.6833	12.6976	12.1021	12.7255	12.2333	12.0484	12.6281	12.8341	13.0768	12.745	13.0641	12.0979	12.2638	12.5958	13.3079	12.754	12.8643
GS1_SS_17037_20889	SCCCRZ3001D06.g	Others	receptor	Receptors	Phototropin-1A	9.4013	9.1211	12.5329	11.5205	11.8814	13.0792	9.4538	8.1947	12.7665	11.2679	11.9263	13.4848	9.4144	10.2896	12.4205	13.0731	11.7484	12.4298
GS1_SS_17041_05272	SCEPRZ1010E11.g	Transport	Membrane transporter	.	Nodulin-like protein	9.7033	9.6143	11.2691	9.2238	10.4097	8.3961	9.4268	10.5699	11.2729	11.814	10.679	10.9001	9.6494	9.8218	11.0875	11.6126	10.7114	10.4955
GS1_SS_17043_09471	SCEZRT2018D05.g	.	.	.	RecName:C-terminal binding protein AN; Short=CtBP; AltName:Protein ANGUSTIFOLIA	10.9889	11.0094	10.0481	9.7541	9.0367	8.9803	10.8155	11.2427	9.9464	10.2959	9.2096	9.1686	10.947	10.7087	9.743	9.29	9.0648	9.1111
GS1_SS_17046_09606	SCQSSB1056C09.g	.	.	.	Integrator complex subunit 3 homolog	7.7927	7.9857	7.6381	7.4069	7.8572	7.8304	7.5744	7.6766	7.5111	7.2012	8.1646	8.042	7.6387	7.19	7.2897		7.8975	8.098
GS1_SS_17030_17324	SCACLR1057B02.g	.	.	Stress	Water stress	9.0456	9.3487	8.5334	8.5777	8.6836	9.6044	8.8218	9.4186	8.3501	8.7246	8.6045	9.4761	9.028	8.992	8.2322	8.2644	8.6201	8.9004
GS1_AS_16511_04167	SCUTRZ3071H01.g	DNA metabolism	helicase	.	DEAD-box ATP-dependent RNA helicase 3		8.3254		7.8708	7.6693	8.8801					7.7566	9.0472		6.609			7.6801	9.5567
GS1_SS_17027_09397	SCAGST3139C04.g	.	.	.	RecName:Probable inactive poly [ADP-ribose] polymerase SRO1; AltName:Protein SIMILAR TO RCD ONE 1	8.1689	6.8041	8.7567	7.4629	9.2091	8.2755	7.8433	8.1615	9.5716	9.6193	9.4591	9.6935	7.9246	7.9715	8.4069	8.8262	9.6104	9.1611
GS1_SS_17028_01950	SCQGSB1083C11.g	.	.	.	Transcriptional corepressor LEUNIG	9.8375	9.9345	6.9734	7.7232	6.8315	7.0689	9.88	10.4477	6.6826	7.8002	6.7834	7.6161	9.8441	10.3299	6.5893		6.9554	6.9347
GS1_AS_16496_01832	SCUTAM2088B01.g	Signal Transduction	.	.	SWI/SNF complex subunit SWI3C; AtSWI3C; Transcription regulatory protein SWI3C	7.0015	6.3757	6.2009	6.3708	6.0177		6.6545	7.5979	6.786	7.4574	6.2352	6.6563	6.9271	7.2358	6.371	6.5138	6.2688	6.5142
GS1_AS_10486_15175	SCEQLB1067H09.g	Protein metabolism	.		Peptidylprolyl isomerase (EC 5.2.1.8)	9.6938	9.797	9.2801	9.3352	9.0985	8.8522	9.4691	8.7252	9.1388	8.6238	8.5242	8.6958	9.6155	9.8137	8.8264	9.205	9.183	9.6254
GS1_AS_16380_18622	SCEQRT1029D05.g	Light harvesting	metallopeptidase	Protein metabolism	FtsH-like protein Pftf precursor					7.8998	7.3036					7.871	7.6696					7.7328	8.1892
GS1_AS_16391_05097	SCSBRZ3120E03.g	Unknown		.		8.5545	8.0985	12.6942	10.9676	12.4931	11.8798	8.3949	8.7417	12.9813	11.2648	12.5613	12.8648	8.9167	10.3911	13.0635	14.5321	12.5021	13.0336
GS1_SS_16991_20314	SCVPRZ2042G03.g	Carbohydrate metabolism	several pathways (several putative substrates)	Cell wall	Glycosyl hydrolase family 1	12.9272	12.8994	10.9159	11.8475	8.4586	8.3991	12.9357	12.593	10.9016	11.3112	8.507	7.4561	12.9405	12.6936	10.6558	8.29	8.4736	7.7239
GS1_SS_16994_14131	SCEZSB1090H02.g	.	.	.	F-box protein At-B	10.3814	10.8615	9.41	9.8526	9.499	10.1819	10.1033	8.7614	9.1965	8.1656	9.6551	8.1427	10.2256	7.9322	8.8436	6.9133	9.5746	7.7384
GS1_SS_16995_11826	SCCCLR1C02C11.g	.	.	.	RecName:Mediator of RNA polymerase II transcription subunit 15a	12.3975	12.0883	12.0197	12.0234	12.3912	12.5657	12.2268	11.1254	12.0704	11.2349	12.4799	11.5568	12.3776	12.1072	11.9453	12.3218	12.3609	12.5384
GS1_SS_17000_05231	SCJFST1012F10.g	.	.	.	Glutathione gamma-glutamylcysteinyltransferase 1; Phytochelatin synthase 1; TaPCS1; Cadmium tolerance protein	10.8079	11.0974	10.522	10.7391	9.3705	9.1531	10.6317	9.8887	10.3732	9.7566	9.0295	8.727	10.7847	9.9519	10.1818	10.222	9.2964	9.25
GS1_AS_16464_03879	SCCCCL3080A01.g	Others	uncharacterized	.	Metallothionein-like protein 2A; Class I metallothionein-like protein 2A; OsMT-I-2a; OsMT2a; OsMT2-1	6.6858	7.6405	6.8589	8.0112	6.9688	7.5107	6.715	8.0124	6.8281	7.4868	7.201	7.7006	6.8055	7.285	6.9561		7.1523	8.0549
GS1_AS_10606_05694	SCRFLR1012G01.g	RNA metabolism	.	.	UPF0666 protein C2A9.11c	6.7852	6.5438			5.9834		6.674				5.8724		6.8675					
GS1_SS_14958_01964	SCJFRZ2031C12.g	Others	uncharacterized	.	Transmembrane protein 167 homolog;	10.7861	10.699	10.9019	10.6474	10.5789	10.1946	10.5725	12.3499	11.0139	12.728	10.9265	12.4053	10.626	12.2112	10.5582	11.7187	10.4779	11.5367
GS1_SS_08014_03464	SCJLLR1054A11.g	Unknown	.	.	.	8.7315	8.653	7.9841	7.9638	7.2103	6.7323	8.744	9.0715	7.6867	8.4954	7.2104	7.3679	8.7978	8.7148	7.5551	7.9146	6.9196	7.0804
GS1_SS_10473_10318	SCJFLR1056B10.g	.	.	.	Putative MO25-like protein At4g17270	7.8127	8.0223	10.9672	10.0668	9.8369	10.3414	7.5523	8.1886	11.1072	10.1691	9.8276	9.5577	7.4778	8.6757	10.7973	10.8126	9.7333	10.0102
GS1_SS_12377_20894	SCJFRT1062G01.g	Others	cytochrome P450 family protein	Stress	Cytochrome P450			8.6325		11.067	9.2056		6.1889	8.5991	8.9487	11.0423	13.0826			8.4442	7.9337	10.8624	10.9838
GS1_SS_08015_03854	SCCCRZ1003H12.g	.	.	.	RecName:Flocculation protein FLO11; Short=Flocculin-11; AltName:Mucin-like protein 1; Flags: Precursor	9.9455	9.5027	9.8322	9.4416	9.2847	8.8819	9.7369	9.7242	9.681	9.7981	9.4572	9.4199	9.7234	9.1956	9.2989	9.4138	9.328	9.4598
GS1_SS_10470_20929	SCJFLR1056B07.g	.	.	Chromatin regulation	histone deacetylase [Arabidopsis thaliana]	9.453	10.3897	9.0196	9.5217	8.8952	9.511	9.4668	10.2917	8.9024	9.2796	9.0708	9.3681	9.3677	9.8445	8.583	9.0242	8.8979	9.8034
GS1_SS_12376_09238	SCRFLR1034A04.g	Unknown	Uncharacterized	.	Protein SEC13 homolog; SEC13-like protein 1	9.8222	8.4566	10.6167	9.0769	10.2798	9.3924	9.5241	8.9358	10.6865	9.7055	10.1357	9.4552	9.8835	8.7762	10.5466	9.119	10.0324	8.7096
GS1_SS_10479_11052	SCQSRT1034A12.g	Unknown	uncharacterized	.	.	12.8819	12.2787	13.0145	12.2733	11.6784	11.0145	12.6713	12.7572	13.0049	13.2866	11.6711	12.0799	12.7914	12.9114	13.0958	12.5256	11.5014	11.9593
GS1_SS_12374_07642	SCJFRT1062D11.g	.	.	.	Transmembrane protein 50 homolog	11.2499	11.1308	12.4976	11.6635	11.2587	11.1557	11.2634	11.6632	12.4246	12.3924	11.295	11.8532	11.2619	11.6991	12.313	13.0632	11.287	11.8605
GS1_SS_08017_09345	SCJFRT1062E02.b	Unknown	uncharacterized	.	.	8.9622	9.4685	9.7039	10.3336	8.266	8.3375	8.6729	9.8494	9.7205	10.3904	8.7487	9.7566	8.5665	8.8236	9.3824	9.5938	8.5598	
GS1_SS_14951_16928	SCBGLB2011C07.g	.	.	Protein kinase	Undefined- unclassified	11.4851	11.3536	10.4578	10.7116	9.2312	9.0542	11.374	11.1513	10.4132	10.738	9.1836	8.4828	11.5444	11.1182	10.2327	10.172	9.2532	8.0512
GS1_SS_08018_12409	SCJFRZ2013B02.g	.	.	.	RecName:Probable 26S proteasome complex subunit sem1-1	12.442	12.3804	11.9705	11.6635	11.472	11.2557	12.3948	12.3973	11.9954	11.9903	11.5151	11.8744	12.4137	13.0695	11.9888	12.1636	11.5452	12.1524
GS1_SS_10476_09930	SCVPRT2083A10.g	.	.	.	.	6.7159	8.5258		7.6079		7.7357	6.6575				6.3409		6.6604				6.0948	
GS1_SS_12371_12520	SCQSLB1049F08.g	Unknown	uncharacterized	.	.													7.9482	13.4917	7.8914	13.0388	6.9369	12.7931
GS1_SS_14949_04623	SCJFRZ2030A12.b	Transport	.	.	Ycf60-like protein											6.1934	8.6559						7.3955
GS1_SS_10467_14699	SCACLR1036C04.g	.	.	Protein phosphatase	serine/threonine PPM family	12.773	13.6388	12.6006	13.1848	12.2743	12.7771	12.792	13.0116	12.7391	12.8891	12.4164	12.7918	12.8061	11.6271	12.6013	11.3118	12.2982	11.6099
GS1_SS_08002_15649	SCCCLR2C02A04.g	Signal Transduction	kinase receptor	Receptors	receptor Ser/Thr kinase	11.4459	10.8598	10.2564	12.0954	9.555	9.4907	11.2098	10.7055	9.9481	10.6684	9.7351	9.2182	11.2642	11.9915	9.8704	10.4608	9.7082	10.1598
GS1_SS_14947_00522	SCVPRZ2036F10.g	Cell wall metabolism	Structural proteins of the cell wall	Cell wall	Fasciclin-like arabinogalactan protein	13.5696	13.0848	11.1517	12.4889	7.371	7.8049	13.6006	12.814	12.5018	11.9148	7.492		13.5652	14.4111	11.0774	10.1	7.3969	6.417
GS1_SS_12370_16295	SCCCRT2001C03.g	.	.	Small GTPases	GTPase modulator	8.9405	9.6265	8.5458	9.4509	6.9185	8.9678	8.7799	9.2355	8.7543	9.1239	7.0397	8.2675	8.871	8.7263	8.3896	9.5304	6.9181	7.1482
GS1_SS_12365_10159	SCJFRT1061G10.b	.	.	.	.	8.3948	9.2489	8.0581	8.4733	7.6699	7.9068	8.3525	8.8839	8.5398	8.6706	7.6988	7.6651	8.521	8.9194	7.9834	8.1255	7.5173	7.7662
GS1_SS_14946_15012	SCCCRZ2C03H04.g	.	.	Unknown protein	.	10.7609	11.6238	9.6742	10.597	9.3924	10.2492	10.5093	11.3686	9.6075	10.6646	9.7235	10.67	10.4512	10.6944	9.2912	9.5063	9.8368	10.5689
GS1_SS_08005_09721	SCBGHR1059C08.g	.	.	.	.	6.9044	7.5801		7.1179	6.3995	6.7456	6.7723				6.6214		6.7369					
GS1_SS_10465_02223	SCCCLR1C03F11.g	.	.	.	Cyclic nucleotide-gated ion channel 1; AtCNGC1; Cyclic nucleotide- and calmodulin-regulated ion channel 1		6.0808	6.3001	6.3441	6.2233	6.782				6.7858	6.2663	6.9062		6.3197	6.5065	7.5666		6.6667
GS1_SS_12364_15097	SCQGLR1019B02.g	Redox metabolism	oxidoreductase	Nucleic acid metabolism	regulation of transcription, DNA-dependent	13.4659	13.663	13.3789	14.0573	13.4746	13.1964	13.4406	13.9209	13.45	13.8082	13.544	13.6335	13.4749	14.7212	13.345	13.5794	13.4663	14.225
GS1_SS_10469_02357	SCCCLR1C05A08.g	.	.	.	.	7.2898	7.1773	7.044	7.0419	6.821	6.6986	6.8938	7.5293	7.3422	7.2896	7.1327	7.1731	7.1685	8.5838	6.8834	6.7289	6.9608	7.0009
GS1_SS_14945_19938	SCRFLR2021F01.g	Unknown	no matches	No matches	.	9.4307	11.183	9.2525	10.8794	7.5254	8.1757	9.2736	7.9018	9.2815	7.7606	7.5713	6.525	9.3426		9.1197		7.3683	6.4884
GS1_SS_08009_07878	SCSBHR1056D08.g	.	.	.	.				6.122	9.2115	10.8704			6.5084		9.4607	11.0552			7.4388	9.4695	9.2255	9.8477
GS1_SS_08011_14527	SCRFLR1055G09.g	.	.	.	RecName:Mitochondrial zinc maintenance protein 1, mitochondrial; Flags: Precursor	12.4943	12.3696	12.2674	12.3826	11.5549	11.8021	12.4248	12.1391	12.2434	11.9894	11.8248	11.5909	12.3132	11.9049	12.0703	11.2735	11.6853	11.2567
